gene,pi,ll,llr,mut_count,mut_freq,mut_frac
ODZ3,1.887379141862766e-15,-2.257440969583853,-6.794564910705958e-13,1,1,1.0
MYH14,1.887379141862766e-15,-1.4850076299338746,-6.79900580280446e-13,1,1,1.0
HIVEP1,1.887379141862766e-15,-1.4792750889613433,-6.79900580280446e-13,1,1,1.0
NRAP,1.887379141862766e-15,-1.494950974855214,-6.803446694902959e-13,1,1,1.0
KDM2B,1.887379141862766e-15,-1.4812938693506787,-6.803446694902959e-13,1,1,1.0
ALS2CR11,1.887379141862766e-15,-1.5030983570471788,-6.812328479099962e-13,1,1,1.0
TRA2B,1.9984014443252818e-15,-3.089054384763944,-7.158718062783009e-13,1,1,1.0
RGNEF,1.9984014443252818e-15,-1.555841661058725,-7.158718062783009e-13,1,1,1.0
OR7D4,1.9984014443252818e-15,-1.5557684900240514,-7.158718062783009e-13,1,1,1.0
MRE11A,1.9984014443252818e-15,-1.5506427074000328,-7.16315895488151e-13,1,1,1.0
SPTLC2,1.9984014443252818e-15,-1.5550982275039078,-7.16315895488151e-13,1,1,1.0
WRN,1.9984014443252818e-15,-1.559605538688987,-7.16315895488151e-13,1,1,1.0
BUB3,1.9984014443252818e-15,-1.5530809445048306,-7.16315895488151e-13,1,1,1.0
THRAP3,1.9984014443252818e-15,-1.7832045809854156,-7.16315895488151e-13,1,1,1.0
GRIK3,1.9984014443252818e-15,-1.5311583553788244,-7.172040739078511e-13,1,1,1.0
CADPS,1.887379141862766e-15,-2.055572472199305,-7.176481631177012e-13,2,2,1.0
CNTNAP4,1.9984014443252818e-15,-2.0560441198414496,-7.194245199571014e-13,2,2,1.0
DBX2,1.9984014443252818e-15,-2.744652739448516,-7.194245199571014e-13,1,1,1.0
TROAP,2.220446049250313e-15,-1.5733515226603834,-7.567280135845067e-13,1,1,1.0
GRIK4,2.220446049250313e-15,-2.058897194825173,-7.567280135845067e-13,2,2,1.0
COL27A1,2.220446049250313e-15,-1.5846849622397865,-7.576161920042068e-13,1,1,1.0
KLHL2,2.220446049250313e-15,-1.562924415477407,-7.576161920042068e-13,1,1,1.0
RFC3,2.220446049250313e-15,-2.375529180803293,-7.585043704239069e-13,1,1,1.0
SF3B1,2.220446049250313e-15,-1.594407098688332,-7.585043704239069e-13,1,1,1.0
PTPRT,2.220446049250313e-15,-2.418131437949266,-7.585043704239069e-13,3,3,1.0
RGL1,2.220446049250313e-15,-1.586219622332389,-7.585043704239069e-13,1,1,1.0
SOS1,1.9984014443252818e-15,-1.5632384489075934,-7.58948459633757e-13,1,1,1.0
ZNF254,1.9984014443252818e-15,-1.5659099521730402,-7.593925488436072e-13,1,1,1.0
SI,2.220446049250313e-15,-2.0778856892360795,-7.593925488436072e-13,2,2,1.0
CGN,2.220446049250313e-15,-1.5837295557252382,-7.593925488436072e-13,1,1,1.0
CLDN11,2.220446049250313e-15,-1.6361061595167137,-7.94031507211912e-13,1,1,1.0
SNRNP200,2.220446049250313e-15,-1.6214754275283094,-7.94475596421762e-13,1,1,1.0
PRUNE2,2.220446049250313e-15,-1.6259672143868893,-7.94475596421762e-13,1,1,1.0
E2F8,2.220446049250313e-15,-2.6574996931089454,-7.949196856316121e-13,1,1,1.0
DHX32,2.220446049250313e-15,-1.61744474885603,-7.949196856316121e-13,1,1,1.0
CECR2,2.220446049250313e-15,-2.197800506881037,-7.949196856316121e-13,2,2,1.0
ZNF75D,2.220446049250313e-15,-1.6136992825199172,-7.949196856316121e-13,1,1,1.0
CAND1,2.220446049250313e-15,-1.6117808446146566,-7.953637748414621e-13,1,1,1.0
C12orf63,2.220446049250313e-15,-1.6089415113314658,-7.953637748414621e-13,1,1,1.0
CAMTA1,2.220446049250313e-15,-1.6019136633844369,-7.958078640513122e-13,1,1,1.0
MYLK,2.4424906541753444e-15,-1.6761579785092715,-8.335554468885675e-13,1,1,1.0
SMG1,2.3314683517128287e-15,-2.5718906880360546,-8.348877145181177e-13,3,3,1.0
ZNF462,2.3314683517128287e-15,-1.6790863067239652,-8.348877145181177e-13,1,1,1.0
SLTM,2.3314683517128287e-15,-1.6511270007981325,-8.353318037279679e-13,1,1,1.0
PABPC3,2.3314683517128287e-15,-1.6771284573264522,-8.353318037279679e-13,1,1,1.0
SCARA3,2.3314683517128287e-15,-1.669099290155336,-8.353318037279679e-13,1,1,1.0
LAMA2,2.220446049250313e-15,-1.6455139689064338,-8.353318037279679e-13,1,1,1.0
PIWIL4,2.3314683517128287e-15,-1.659203845105785,-8.357758929378178e-13,1,1,1.0
PLA2G4D,2.3314683517128287e-15,-2.1024445312897164,-8.357758929378178e-13,1,1,1.0
NRXN1,2.3314683517128287e-15,-2.083062705452412,-8.357758929378178e-13,1,1,1.0
CAPN6,2.3314683517128287e-15,-1.6590935028804872,-8.362199821476679e-13,1,1,1.0
GABBR1,2.4424906541753444e-15,-1.6744627962329648,-8.362199821476679e-13,1,1,1.0
OPRM1,2.3314683517128287e-15,-1.650126811204664,-8.362199821476679e-13,1,1,1.0
AKR7A2,2.3314683517128287e-15,-1.6699402325325172,-8.362199821476679e-13,1,1,1.0
LIMS2,2.3314683517128287e-15,-1.6480186496632632,-8.36664071357518e-13,1,1,1.0
STRC,2.3314683517128287e-15,-1.6604693924459393,-8.37108160567368e-13,1,1,1.0
PLCE1,2.3314683517128287e-15,-2.9055790002716644,-8.375522497772181e-13,4,4,1.0
PCDHA8,2.220446049250313e-15,-1.837095067756728,-8.384404281969182e-13,1,1,1.0
ADAM11,2.3314683517128287e-15,-2.264929712145624,-8.393286066166183e-13,2,2,1.0
FLT1,2.4424906541753444e-15,-1.7126624724701098,-8.71303029725823e-13,1,1,1.0
KPRP,2.4424906541753444e-15,-1.6942964360573387,-8.72191208145523e-13,1,1,1.0
FCGBP,2.4424906541753444e-15,-2.3154550128497062,-8.72191208145523e-13,2,2,1.0
DDX60,2.4424906541753444e-15,-1.703276910528511,-8.72191208145523e-13,1,1,1.0
MAP1B,2.4424906541753444e-15,-2.4635296772062456,-8.739675649849232e-13,1,1,1.0
FAM154B,2.4424906541753444e-15,-2.319754968921625,-8.739675649849232e-13,2,2,1.0
APOB,2.4424906541753444e-15,-2.3501876189406925,-8.775202786637237e-13,2,2,1.0
CROCC,2.4424906541753444e-15,-3.271107262466557,-9.08606523353228e-13,2,2,1.0
AKD1,2.664535259100376e-15,-1.7531446331199734,-9.099387909827785e-13,1,1,1.0
DAAM2,2.4424906541753444e-15,-1.7238482636125825,-9.117151478221786e-13,1,1,1.0
GPRC6A,2.4424906541753444e-15,-1.7216747320349,-9.121592370320286e-13,1,1,1.0
GEMIN4,2.4424906541753444e-15,-2.513877991680835,-9.121592370320286e-13,1,1,1.0
SUPT5H,2.664535259100376e-15,-1.7403293585525736,-9.126033262418789e-13,1,1,1.0
FAM115A,2.4424906541753444e-15,-1.7363238228431348,-9.130474154517287e-13,1,1,1.0
C1orf51,2.4424906541753444e-15,-1.7464871143897671,-9.130474154517287e-13,1,1,1.0
NRXN3,2.4424906541753444e-15,-2.3873521440259564,-9.139355938714289e-13,2,2,1.0
BCMO1,2.4424906541753444e-15,-1.7281748215614274,-9.14823772291129e-13,1,1,1.0
DNAH9,2.4424906541753444e-15,-2.6518573711141498,-9.14823772291129e-13,3,3,1.0
BTD,2.4424906541753444e-15,-1.7252266235850615,-9.15267861500979e-13,1,1,1.0
TRAM1L1,2.664535259100376e-15,-1.7847277978658185,-9.481304630298837e-13,1,1,1.0
PPP1R9A,2.664535259100376e-15,-1.7863010038058942,-9.485745522397335e-13,1,1,1.0
OR1J2,2.664535259100376e-15,-1.779783278181812,-9.485745522397335e-13,1,1,1.0
CAMKV,2.7755575615628917e-15,-1.7800360055303115,-9.485745522397335e-13,1,1,1.0
CYP4F12,2.7755575615628917e-15,-1.7788560643926044,-9.485745522397335e-13,1,1,1.0
CDK11B,2.664535259100376e-15,-1.7710625874538182,-9.490186414495838e-13,1,1,1.0
FANCC,2.664535259100376e-15,-1.7688542076580434,-9.49462730659434e-13,1,1,1.0
PAPPA2,2.664535259100376e-15,-1.7676947438017327,-9.49462730659434e-13,1,1,1.0
LPPR1,2.664535259100376e-15,-1.7686734491928626,-9.49462730659434e-13,1,1,1.0
KCNH2,2.664535259100376e-15,-1.947868644256708,-9.50350909079134e-13,1,1,1.0
CATSPER4,2.7755575615628917e-15,-1.8101254583748811,-9.885425811262394e-13,1,1,1.0
C10orf76,2.7755575615628917e-15,-1.816630233836389,-9.889866703360894e-13,1,1,1.0
GALNT2,2.7755575615628917e-15,-1.8063423511635337,-9.894307595459397e-13,1,1,1.0
WLS,2.7755575615628917e-15,-1.7931059081025034,-9.9298347322474e-13,1,1,1.0
RIN2,2.997602166487923e-15,-1.8466178297808835,-1.0249578963339445e-12,1,1,1.0
BRWD3,2.997602166487923e-15,-1.84754083551576,-1.0249578963339445e-12,1,1,1.0
RAB11FIP1,2.997602166487923e-15,-1.849579040117136,-1.0249578963339445e-12,1,1,1.0
UNC45B,2.997602166487923e-15,-1.8469036073116183,-1.0249578963339445e-12,1,1,1.0
ITGAX,2.997602166487923e-15,-1.8435357387521112,-1.0258460747536446e-12,1,1,1.0
ABCA4,2.997602166487923e-15,-1.841938471748621,-1.0258460747536446e-12,1,1,1.0
PHIP,2.7755575615628917e-15,-1.830073536199565,-1.026290163963495e-12,1,1,1.0
ETV6,2.7755575615628917e-15,-1.8286349556697723,-1.0271783423831948e-12,1,1,1.0
SLC30A6,2.7755575615628917e-15,-1.8231099991140265,-1.0271783423831948e-12,1,1,1.0
TCEAL6,3.1086244689504387e-15,-2.162718753520376,-1.06403774680075e-12,1,1,1.0
JAK2,3.1086244689504387e-15,-2.150485049250697,-1.0649259252204502e-12,1,1,1.0
PCDHB6,3.1086244689504387e-15,-1.8803718184213591,-1.0653700144303002e-12,1,1,1.0
KDM3B,3.1086244689504387e-15,-1.8786064671599765,-1.0653700144303002e-12,1,1,1.0
KLHL12,3.1086244689504387e-15,-1.88111419451942,-1.0658141036401505e-12,1,1,1.0
TRPC1,2.997602166487923e-15,-1.8689491079063247,-1.0658141036401505e-12,1,1,1.0
PDC,2.997602166487923e-15,-1.863438044504244,-1.0684786388992509e-12,1,1,1.0
DOCK1,2.997602166487923e-15,-1.8547146301721915,-1.068922728109101e-12,1,1,1.0
DYRK4,3.1086244689504387e-15,-1.914819561985592,-1.1013412404281553e-12,1,1,1.0
FAM171A1,3.1086244689504387e-15,-1.9130877099138213,-1.1017853296380054e-12,1,1,1.0
EDC4,3.1086244689504387e-15,-1.901008518609712,-1.1026735080577057e-12,1,1,1.0
WDR35,3.1086244689504387e-15,-1.8919596343267644,-1.1031175972675557e-12,1,1,1.0
LZTS1,3.219646771412954e-15,-2.167284037576453,-1.1404210908949608e-12,1,1,1.0
LRRFIP1,3.219646771412954e-15,-1.9427769872232852,-1.1408651801048109e-12,1,1,1.0
CEBPA,3.219646771412954e-15,-3.019168703257153,-1.141309269314661e-12,2,2,1.0
DOCK10,3.219646771412954e-15,-1.9378224070393373,-1.141753358524511e-12,1,1,1.0
ADAMTSL1,3.219646771412954e-15,-1.9226763604680204,-1.1430856261540612e-12,1,1,1.0
ATP2B2,3.219646771412954e-15,-1.944159346156656,-1.1435297153639112e-12,1,1,1.0
ALPK3,3.1086244689504387e-15,-2.1261417266310936,-1.1439738045737613e-12,1,1,1.0
ADAMTS1,3.4416913763379853e-15,-1.9555635807570508,-1.1786127629420662e-12,1,1,1.0
VIPR1,3.219646771412954e-15,-1.9568392195912088,-1.1786127629420662e-12,1,1,1.0
CAMKK1,3.4416913763379853e-15,-1.9610333106303623,-1.1786127629420662e-12,1,1,1.0
CASZ1,3.4416913763379853e-15,-1.9597207891535144,-1.1786127629420662e-12,1,1,1.0
CSF3R,3.4416913763379853e-15,-1.9562089012475992,-1.1786127629420662e-12,1,1,1.0
GPRC5B,3.219646771412954e-15,-1.9520139319935408,-1.1790568521519162e-12,1,1,1.0
CKAP4,3.4416913763379853e-15,-1.9531303970285523,-1.1790568521519162e-12,1,1,1.0
CYLC1,3.219646771412954e-15,-1.9818132867027527,-1.1790568521519162e-12,1,1,1.0
C9orf43,3.4416913763379853e-15,-1.954135633354461,-1.1790568521519162e-12,1,1,1.0
STK33,3.219646771412954e-15,-1.9496467948998983,-1.1790568521519162e-12,1,1,1.0
XIRP1,3.219646771412954e-15,-1.947532209427344,-1.1795009413617665e-12,1,1,1.0
ITPR3,3.4416913763379853e-15,-2.727072915735943,-1.2159162565694714e-12,1,1,1.0
NFKBIL2,3.4416913763379853e-15,-3.176762445337471,-1.2159162565694714e-12,1,1,1.0
LARP4B,3.4416913763379853e-15,-1.994089916112598,-1.2181367026187218e-12,1,1,1.0
SPATS2L,3.4416913763379853e-15,-1.9791705420945347,-1.219024881038422e-12,1,1,1.0
TJP1,3.4416913763379853e-15,-1.996303251610399,-1.219468970248272e-12,1,1,1.0
OR5W2,3.4416913763379853e-15,-1.9864859798987449,-1.219913059458122e-12,1,1,1.0
CCDC57,3.552713678800501e-15,-2.022886157560324,-1.253219750196877e-12,1,1,1.0
ARHGEF19,3.552713678800501e-15,-2.0120707305647465,-1.2541079286165768e-12,1,1,1.0
C6orf174,3.552713678800501e-15,-2.014620603557605,-1.2541079286165768e-12,1,1,1.0
BMPER,3.4416913763379853e-15,-2.8847731048596774,-1.2541079286165768e-12,2,2,1.0
GDF10,3.774758283725532e-15,-2.05000704110417,-1.2878587085651816e-12,1,1,1.0
SYNJ1,3.774758283725532e-15,-2.0526816289645544,-1.2887468869848817e-12,1,1,1.0
PHLPP1,3.774758283725532e-15,-2.2757395519153847,-1.2896350654045818e-12,1,1,1.0
GPR183,3.774758283725532e-15,-2.050050408307205,-1.2896350654045818e-12,1,1,1.0
C2orf89,3.774758283725532e-15,-3.8931148072294577,-1.290523243824282e-12,1,1,1.0
RNF25,3.774758283725532e-15,-2.3138672506908824,-1.290523243824282e-12,1,1,1.0
OR4C15,3.552713678800501e-15,-2.4558966343621766,-1.290523243824282e-12,1,1,1.0
RASSF7,3.552713678800501e-15,-2.031831411485391,-1.2914114222439819e-12,1,1,1.0
HCN1,3.552713678800501e-15,-2.450348146820679,-1.2914114222439819e-12,1,1,1.0
TRIM45,9.625633623500108e-14,-5.280372978479807,-1.3198331316743859e-12,1,1,1.0
C1orf103,3.774758283725532e-15,-2.080208118961976,-1.3322676295501878e-12,1,1,1.0
CBL,3.774758283725532e-15,-2.2222599011008546,-1.333155807969888e-12,1,1,1.0
POM121L12,3.774758283725532e-15,-2.07944154168011,-1.333155807969888e-12,1,1,1.0
STK36,3.774758283725532e-15,-2.379727447988201,-1.3340439863895879e-12,1,1,1.0
TPO,3.774758283725532e-15,-2.13690445657594,-1.3349321648092882e-12,1,1,1.0
GABRA4,3.885780586188048e-15,-2.076596589548429,-1.3349321648092882e-12,1,1,1.0
PRX,3.774758283725532e-15,-2.072714815659069,-1.3349321648092882e-12,1,1,1.0
ANO3,3.774758283725532e-15,-2.810101982599675,-1.3367085216486885e-12,1,1,1.0
GREM2,3.885780586188048e-15,-2.100060828878441,-1.3660184094987926e-12,1,1,1.0
KCNJ6,3.885780586188048e-15,-2.0918640616791917,-1.3677947663381929e-12,1,1,1.0
HIVEP2,3.885780586188048e-15,-2.099602113278481,-1.3677947663381929e-12,1,1,1.0
SCEL,3.885780586188048e-15,-2.103064687443068,-1.3677947663381929e-12,1,1,1.0
ACSS3,3.885780586188048e-15,-2.0844551761590564,-1.3677947663381929e-12,1,1,1.0
MDM2,3.885780586188048e-15,-2.10324453102726,-1.3677947663381929e-12,1,1,1.0
SON,3.885780586188048e-15,-2.0830923564506096,-1.3695711231775933e-12,1,1,1.0
ARID4B,3.885780586188048e-15,-2.45885209472431,-1.3704593015972932e-12,1,1,1.0
SYTL5,3.885780586188048e-15,-2.0898043287159034,-1.3704593015972932e-12,1,1,1.0
FAM48A,3.885780586188048e-15,-2.0995111311792733,-1.3704593015972932e-12,1,1,1.0
ARHGAP5,3.885780586188048e-15,-2.081333689832494,-1.3713474800169934e-12,1,1,1.0
MST1R,3.996802888650564e-15,-2.1275099447236894,-1.403321903126198e-12,1,1,1.0
ILDR1,3.996802888650564e-15,-3.088702591828926,-1.404210081545898e-12,2,2,1.0
ZNF687,3.996802888650564e-15,-2.982392609689461,-1.4050982599655981e-12,2,2,1.0
ARC,3.996802888650564e-15,-2.112336093007591,-1.4050982599655981e-12,1,1,1.0
TRPM3,3.996802888650564e-15,-3.0453355962834148,-1.4059864383852982e-12,2,2,1.0
COPS2,4.218847493575595e-15,-2.148077843347702,-1.4388490399142029e-12,1,1,1.0
ZNF236,3.996802888650564e-15,-2.1341415185022847,-1.4388490399142029e-12,1,1,1.0
PRPF3,4.218847493575595e-15,-2.1496824332869364,-1.439737218333903e-12,1,1,1.0
DRD2,3.996802888650564e-15,-2.1350827644771866,-1.4415135751733033e-12,1,1,1.0
ASXL3,3.996802888650564e-15,-2.14006616349688,-1.4424017535930034e-12,1,1,1.0
TNC,3.996802888650564e-15,-3.134003673826369,-1.445954467271804e-12,2,2,1.0
TTBK1,4.218847493575595e-15,-3.132577716897515,-1.4779288903810084e-12,2,2,1.0
ZNF485,4.218847493575595e-15,-2.1720583334761745,-1.4805934256401088e-12,1,1,1.0
SLC38A6,4.329869796038111e-15,-2.176605290137391,-1.482369782479509e-12,1,1,1.0
SLC13A1,4.218847493575595e-15,-2.1638609098307056,-1.482369782479509e-12,1,1,1.0
RIMS1,3.996802888650564e-15,-3.14943001095418,-1.482369782479509e-12,2,2,1.0
HYAL4,4.218847493575595e-15,-2.1615003790801133,-1.4850343177386094e-12,1,1,1.0
LMOD1,4.218847493575595e-15,-2.154910572645637,-1.4859224961583097e-12,1,1,1.0
LRRC15,4.329869796038111e-15,-2.1775120360733444,-1.517896919267514e-12,1,1,1.0
PCDH1,4.329869796038111e-15,-2.9440247889732163,-1.517896919267514e-12,1,1,1.0
MORC3,4.329869796038111e-15,-2.191605691624168,-1.517896919267514e-12,1,1,1.0
GABRG2,4.329869796038111e-15,-2.1782958849806486,-1.517896919267514e-12,1,1,1.0
ABCA10,4.329869796038111e-15,-2.187359280055566,-1.5187850976872141e-12,1,1,1.0
TSPAN2,4.329869796038111e-15,-2.184321172501277,-1.5187850976872141e-12,1,1,1.0
TLE6,4.551914400963142e-15,-2.2212260194945457,-1.5516476992161188e-12,1,1,1.0
ETF1,4.551914400963142e-15,-2.212999873591665,-1.552535877635819e-12,1,1,1.0
WEE2,4.329869796038111e-15,-2.2105805053005083,-1.553424056055519e-12,1,1,1.0
SPAM1,4.329869796038111e-15,-2.207274913190512,-1.553424056055519e-12,1,1,1.0
NPC1,4.329869796038111e-15,-2.2109179044690377,-1.553424056055519e-12,1,1,1.0
DNAI1,4.329869796038111e-15,-2.974217206114965,-1.5543122344752194e-12,1,1,1.0
PDGFRA,4.329869796038111e-15,-2.5656341006114007,-1.5543122344752194e-12,1,1,1.0
TET1,4.6629367034256575e-15,-3.300705420101508,-1.5907275496829245e-12,2,2,1.0
SMC5,4.551914400963142e-15,-2.224579403206804,-1.5916157281026244e-12,1,1,1.0
NONO,4.6629367034256575e-15,-2.361095973989809,-1.6280310433103298e-12,1,1,1.0
EED,4.6629367034256575e-15,-2.3446827256128886,-1.6280310433103298e-12,1,1,1.0
SCAND3,4.6629367034256575e-15,-2.2609911956959845,-1.6298074001497298e-12,1,1,1.0
POLR3B,4.6629367034256575e-15,-2.254312036480675,-1.6298074001497298e-12,1,1,1.0
ZPBP,4.6629367034256575e-15,-2.2492594364674887,-1.6315837569891298e-12,1,1,1.0
PPL,4.6629367034256575e-15,-2.57905635281795,-1.6333601138285305e-12,1,1,1.0
OR2L13,4.6629367034256575e-15,-2.25974493432377,-1.6342482922482304e-12,1,1,1.0
PGBD1,4.6629367034256575e-15,-2.2488112334621286,-1.6351364706679308e-12,1,1,1.0
DYSF,4.773959005888173e-15,-2.2793615266136067,-1.6635581800983348e-12,1,1,1.0
SLC6A9,4.773959005888173e-15,-2.277595740467328,-1.6644463585180349e-12,1,1,1.0
SEMA4A,4.6629367034256575e-15,-2.267834835541104,-1.6653345369377348e-12,1,1,1.0
KIAA0802,4.6629367034256575e-15,-2.706262479024113,-1.6653345369377348e-12,1,1,1.0
IMPG2,4.773959005888173e-15,-2.2763862961736927,-1.6653345369377348e-12,1,1,1.0
RBMX,4.773959005888173e-15,-2.478411827906636,-1.6653345369377348e-12,1,1,1.0
KIF27,4.773959005888173e-15,-2.2843513278502696,-1.666222715357435e-12,1,1,1.0
KCNN3,4.773959005888173e-15,-2.2788634282632456,-1.667110893777135e-12,1,1,1.0
ZNF43,4.6629367034256575e-15,-2.2662692475432022,-1.6679990721968352e-12,1,1,1.0
CAGE1,4.6629367034256575e-15,-2.26816777826836,-1.6688872506165353e-12,1,1,1.0
ARAP2,4.996003610813205e-15,-2.3001712806298515,-1.6999734953060397e-12,1,1,1.0
GSTM3,4.773959005888173e-15,-2.2962891645374257,-1.7008616737257398e-12,1,1,1.0
RUFY1,4.773959005888173e-15,-2.297744545591682,-1.7008616737257398e-12,1,1,1.0
USP6,4.996003610813205e-15,-2.4052137565585654,-1.7008616737257398e-12,1,1,1.0
MED21,4.773959005888173e-15,-2.288619412131026,-1.70174985214544e-12,1,1,1.0
ZNF460,4.996003610813205e-15,-2.291420109119769,-1.70174985214544e-12,1,1,1.0
NRCAM,4.773959005888173e-15,-2.288642187021593,-1.70174985214544e-12,1,1,1.0
ATP6V1C1,4.773959005888173e-15,-2.5385721259735297,-1.70174985214544e-12,1,1,1.0
OSBP2,4.996003610813205e-15,-2.3195992904956757,-1.7346124536743446e-12,1,1,1.0
OR4Q3,4.996003610813205e-15,-2.3261534040147622,-1.7346124536743446e-12,1,1,1.0
MFN1,4.996003610813205e-15,-2.325254889424245,-1.735500632094045e-12,1,1,1.0
CDON,4.996003610813205e-15,-2.3169149185495863,-1.735500632094045e-12,1,1,1.0
NCOA7,4.996003610813205e-15,-2.312737464469097,-1.7381651673531449e-12,1,1,1.0
NMUR2,4.996003610813205e-15,-3.433072095982387,-1.7417178810319456e-12,2,2,1.0
CSMD3,5.10702591327572e-15,-3.4366789253899475,-1.7745804825608502e-12,2,2,1.0
PSME4,5.10702591327572e-15,-4.2314456707363,-1.778133196239651e-12,2,2,1.0
B4GALNT3,5.10702591327572e-15,-2.333611366572749,-1.7807977314987509e-12,1,1,1.0
PUS1,4.996003610813205e-15,-2.329406624180575,-1.7834622667578517e-12,1,1,1.0
EPHA10,5.3290705182007506e-15,-5.910751044356397,-1.808331262509455e-12,1,1,1.0
GBP1,5.3290705182007506e-15,-2.358640468141854,-1.8109957977685558e-12,1,1,1.0
RBKS,5.3290705182007506e-15,-2.3572621438879624,-1.812772154607956e-12,1,1,1.0
CD109,5.3290705182007506e-15,-2.350864985754922,-1.812772154607956e-12,1,1,1.0
FAM123A,5.3290705182007506e-15,-2.355018088551331,-1.8136603330276561e-12,1,1,1.0
SCN1A,5.3290705182007506e-15,-3.486294415015436,-1.815436689867056e-12,2,2,1.0
CEP290,5.3290705182007506e-15,-2.380137369095806,-1.8456347561368602e-12,1,1,1.0
HCFC1,5.440092820663267e-15,-2.3803263036543427,-1.8456347561368602e-12,1,1,1.0
RFX3,5.3290705182007506e-15,-2.376810154312366,-1.8465229345565604e-12,1,1,1.0
GPATCH8,5.3290705182007506e-15,-2.374201825413379,-1.8465229345565604e-12,1,1,1.0
HLA-B,5.3290705182007506e-15,-2.3701685209826038,-1.8474111129762605e-12,1,1,1.0
LTBP3,5.3290705182007506e-15,-2.6855126744203663,-1.8474111129762605e-12,1,1,1.0
ACVR2B,5.3290705182007506e-15,-2.3703511586236496,-1.8474111129762605e-12,1,1,1.0
ADCY3,5.551115123125783e-15,-2.402454368887478,-1.879385536085465e-12,1,1,1.0
ATG16L1,5.440092820663267e-15,-2.4609739994203075,-1.8820500713445654e-12,1,1,1.0
RFC1,5.440092820663267e-15,-2.3881878653637933,-1.882938249764265e-12,1,1,1.0
PDS5B,5.440092820663267e-15,-2.385127764923741,-1.882938249764265e-12,1,1,1.0
ENC1,5.551115123125783e-15,-2.418696854846582,-1.922018100231071e-12,1,1,1.0
SSTR4,5.551115123125783e-15,-2.595107458772925,-1.9255708139098715e-12,1,1,1.0
PCDHB11,5.773159728050814e-15,-2.4371460906850877,-1.954880701759976e-12,1,1,1.0
KIDINS220,5.551115123125783e-15,-2.4228850045047485,-1.9593215938584767e-12,1,1,1.0
EFTUD1,5.551115123125783e-15,-2.426437950024663,-1.9593215938584767e-12,1,1,1.0
MTUS2,5.551115123125783e-15,-3.640260332714277,-1.9602097722781764e-12,2,2,1.0
NCKAP5,5.551115123125783e-15,-2.423982986366425,-1.9602097722781764e-12,1,1,1.0
THOC5,5.551115123125783e-15,-2.424191239465543,-1.9602097722781764e-12,1,1,1.0
PYGO2,5.773159728050814e-15,-2.4499395372414208,-1.990407838547981e-12,1,1,1.0
PTPRG,5.773159728050814e-15,-2.4448080376615464,-1.9912960169676808e-12,1,1,1.0
LRP1B,5.773159728050814e-15,-3.9723788407801246,-1.9912960169676808e-12,1,1,1.0
KSR2,5.773159728050814e-15,-2.447166321805612,-1.9912960169676808e-12,1,1,1.0
LEO1,5.773159728050814e-15,-2.740412465923414,-1.992184195387381e-12,1,1,1.0
PRAMEF2,5.773159728050814e-15,-3.670489162336567,-1.992184195387381e-12,2,2,1.0
XKR4,5.773159728050814e-15,-2.442972426274624,-1.992184195387381e-12,1,1,1.0
CNOT6,5.773159728050814e-15,-2.4396138992170533,-1.993960552226781e-12,1,1,1.0
LRRC58,9.414691248821329e-14,-5.167441340338974,-1.9984014443252818e-12,1,1,1.0
CPNE3,5.8841820305133305e-15,-2.696059838098439,-2.0259349753359857e-12,1,1,1.0
OR5K3,5.8841820305133305e-15,-2.462277311650828,-2.0268231537556858e-12,1,1,1.0
MAGI1,5.8841820305133305e-15,-2.727898028531049,-2.0268231537556858e-12,1,1,1.0
TBC1D2,5.8841820305133305e-15,-2.896302127309459,-2.027711332175386e-12,1,1,1.0
IGSF9B,6.106226635438361e-15,-2.749997688145536,-2.0623502905436908e-12,1,1,1.0
ABCC3,6.106226635438361e-15,-2.489980530242187,-2.063238468963391e-12,1,1,1.0
CRB1,5.8841820305133305e-15,-2.479041530337452,-2.068567539481592e-12,1,1,1.0
NTRK3,5.8841820305133305e-15,-3.1629526579500973,-2.068567539481592e-12,1,1,1.0
PLEKHG2,6.106226635438361e-15,-2.492488771809036,-2.1005419625907958e-12,1,1,1.0
ABCG8,6.217248937900877e-15,-2.5024930342998744,-2.1014301410104963e-12,1,1,1.0
PLOD1,6.217248937900877e-15,-2.5218112067261,-2.132516385700001e-12,1,1,1.0
IFI44,6.217248937900877e-15,-2.5152762399240363,-2.133404564119701e-12,1,1,1.0
KRT19,6.217248937900877e-15,-2.66033405154281,-2.134292742539401e-12,1,1,1.0
HSD17B1,6.217248937900877e-15,-2.515046795958528,-2.134292742539401e-12,1,1,1.0
OR2M2,6.217248937900877e-15,-2.51061500649921,-2.135180920959101e-12,1,1,1.0
COL9A1,6.3282712403633915e-15,-2.53280852758434,-2.1662671656486054e-12,1,1,1.0
MFSD6,6.3282712403633915e-15,-2.539422414703215,-2.1671553440683056e-12,1,1,1.0
RASSF9,6.3282712403633915e-15,-2.529120394291742,-2.168931700907706e-12,1,1,1.0
GPR128,6.217248937900877e-15,-2.5257286443099414,-2.169819879327406e-12,1,1,1.0
KIAA0831,6.3282712403633915e-15,-2.5321941840740627,-2.169819879327406e-12,1,1,1.0
KCNH5,6.3282712403633915e-15,-2.8604679522097225,-2.170708057747106e-12,1,1,1.0
CACNG2,6.550315845288424e-15,-2.5550201978814706,-2.205347016115411e-12,1,1,1.0
